Id,Predicted
6348,332387.06141860236
79995,583084.7389061518
50573,367815.97159913403
79894,473624.1514038933
113553,396937.5237191707
31931,361693.37866468285
86645,382631.00191728445
123780,352657.01027456624
142940,423210.48831337446
138987,538210.3558398886
41502,256952.09709554992
100104,566788.3077576705
83570,417628.17125928873
181648,687071.4010917488
68406,415783.2389408101
114567,311921.2475334235
5470,385974.64322568756
176926,746914.9968453781
173013,480610.1825992636
110219,382598.3822756931
52178,215470.36973434815
120569,488978.9915178452
132710,479345.96359970863
10478,421122.0367352059
100309,741992.7239450335
76446,332963.1912408122
140674,385077.18583353417
122786,574611.2470960254
66214,466468.7866921982
120240,228437.92849686375
113802,344639.458339982
169747,491075.670719166
45819,430537.13736091094
36170,281860.9692809826
84049,507308.66523642186
104675,347673.26452803775
66165,810081.1735795558
92499,367537.60353451513
107783,518561.2728613972
148441,515380.85564292734
12344,241527.50784636452
93256,616494.942458529
48139,442655.65943614894
101908,350053.16723801685
134084,430776.9457886241
17216,280234.54029262555
185201,641586.410415142
185016,667499.8091161093
25318,333652.933626657
65253,334644.0236819167
57696,247940.15390897065
30939,377647.7909174901
128338,338014.5687562762
104156,448652.8372289042
41455,363181.9644866686
126390,330117.1906229672
165803,554156.6731857008
108253,390090.10380123265
15221,188264.98036798224
129322,346273.13658389216
86142,641733.5670622586
150957,479468.01803386956
97028,438831.2596469623
3219,364595.5225002591
172533,491684.89546213916
147313,446149.40676957666
168865,437492.6312446004
138278,511246.8982957361
82280,304584.7797624521
4380,332861.3383501828
4327,609115.6268575399
109861,406170.7083930796
45273,517069.83732248214
102888,797775.2351483413
77664,424964.94962960307
58355,320856.3819575967
91308,286378.4948353197
169692,478699.07077486947
154931,548891.5012114028
123897,480786.4818998873
43550,435059.0889825082
94084,374879.7034389839
63629,364752.0216667472
163153,439296.62917668035
165076,738945.1935211767
55701,392512.69136207877
19310,397536.4730440048
18205,349272.0619232881
59608,461899.53506439255
60785,532464.3872515226
51513,357345.4960162748
145397,400821.5607440391
101693,443518.4717550101
164688,516985.06842039025
82863,357173.9542216308
1754,274763.70049646555
5376,407743.56077664386
130074,494682.830394239
102843,756391.8212575262
29760,318833.3994001746
130642,310100.16059392615
31347,494932.38379884843
24205,244707.5700042689
165100,404320.51029713254
81514,482236.7516288771
116369,578240.4038889221
84639,334291.3439983127
97982,474452.17185088986
91083,718991.9712725041
149132,550271.0075405657
41826,359344.56889931695
52033,220121.11230933393
21665,327658.409546771
62257,253765.4438159899
10102,404500.70251874335
23904,304341.110450468
179693,836497.9019685532
144227,758722.0643637944
120211,287769.3180428715
173440,466651.42947095353
46749,423264.4756803832
96942,536867.4819646715
183177,484454.16133755154
35398,330424.07071004034
30263,316443.33089801716
48194,360652.7439136739
129424,495841.7289840152
110123,387100.6148426701
60370,449106.0248483683
33837,429983.1599645814
108049,469457.3927230694
78656,500382.1548614178
7172,354194.59400789766
66304,395977.1770735461
78058,391416.8034718018
176324,704479.716031256
165880,532236.7742619241
93902,382206.4939841308
116039,341605.3559074322
151166,493955.9285213635
40210,269067.0374935316
98367,317885.8568464034
160925,487374.64907599555
104371,539043.0188513054
78415,659386.1512335027
83660,544555.0810135698
121434,496749.6106765487
78336,560179.7233424574
52510,411924.77174754796
64261,332923.0381239197
97749,469631.72047772503
172084,478562.81781950744
52569,311936.2623293002
57400,446798.7346995218
169875,583442.801617832
58398,413148.7222508075
183622,717377.297318758
48753,509572.24215667543
130190,564956.7285564521
108466,406615.3517631886
157786,581733.5142974952
95190,347152.53460537276
87452,561389.2369383447
142203,517523.64400219114
130773,582691.9681208236
168853,422764.5390319059
64684,416621.31173866463
57446,311126.7134675392
153747,361937.9377838654
159666,445185.26606172184
71555,426985.08697321336
134319,727576.3232906319
93943,385222.52762638417
109872,562232.8901330192
177223,696201.0078523443
93784,605535.6458542196
6380,259672.87561158964
132297,373569.73086840124
125110,472108.6723043651
36843,329771.6601312724
121955,361715.65835062193
82973,510786.5077155265
103986,350120.11538659345
97824,400619.35928918375
64151,423884.12907199055
165946,407685.8826010233
159307,522661.8265379031
131434,318528.8947039925
8556,517644.2558223802
37868,380954.63483448914
14032,319179.15039177914
21341,298140.8596348693
135288,501813.59005885787
50116,215324.80937224592
97940,444830.5607258065
162134,514808.9314392951
166998,509028.598725921
137392,511943.95971697354
1460,364525.8310113548
171905,756624.243007927
175067,613941.5444977714
172514,606787.610062819
17738,308601.1652811918
67047,404165.1775604176
124014,571888.8988280618
185762,708686.648923881
1311,315702.82064787624
119140,583851.9457130763
142546,511708.77205437585
114400,335968.6104620374
22406,476474.73576847254
92766,558091.1434120936
60485,444720.0821388136
91648,441033.71823987993
132526,751173.1398189007
25180,386008.6504170074
48904,216147.73304223642
146550,453062.3226409891
19407,591322.3113591981
47699,297629.7654791847
2620,280753.66795247217
174106,618784.741839081
112846,491794.8832738915
83926,450425.1279446683
64285,450044.8067710351
5733,397675.784939429
87638,602532.3395885301
53604,340606.3164918901
53244,361256.67392547725
82872,361449.2746504173
66096,580703.735730044
173642,379257.28205988696
145405,488414.96867088164
90156,586460.148216883
180075,667237.6800394461
5153,247809.06321614707
134959,522419.7566256652
64342,428990.2636840482
51154,395243.32411487465
40845,278999.5281080428
170881,714612.0785682298
106257,709417.0820074389
114464,317221.7303791086
97370,453192.64484962414
172227,510523.32140031265
151941,461190.0388707983
107035,481050.3031904419
135274,433462.71405930043
169795,588670.4753672614
83718,422581.077900817
42632,176732.6429364555
68198,412696.2344784327
112707,453701.1510141174
36740,381631.76652141643
42954,315983.2749124289
5921,285083.9638455097
40850,258614.29069645243
44668,250288.9021497743
21263,378513.6900025445
162241,545138.9798440603
81902,447752.01569118013
169151,575538.901411557
154334,407979.3110816085
59218,361990.3336343077
37714,366963.9356128514
106222,488176.8874353536
139069,492076.5384594709
4425,406895.00550325704
140007,436459.79979550664
90024,378210.8693031933
153101,446789.3243841117
37538,276438.3372061244
32399,346149.43990769726
38946,319237.52332860214
151272,456677.3400842686
95430,519881.7647361703
101750,616179.0097086097
16356,242293.0862209302
131496,392767.0922987637
167864,492196.5388887155
17832,335440.3747535271
106738,483102.80283244955
33431,281143.3907565945
164505,520833.96545386687
47565,406104.9863693029
99660,553588.5443223059
20200,311389.91369419784
28507,472273.9990825105
43495,397495.5725832698
23794,365552.2509950857
40297,352135.97769949184
53944,540691.4460139575
11040,786112.708694448
106585,444738.4942411708
70050,672734.2304059691
75026,453890.6391076979
142562,530353.0878738195
113332,495754.4097200945
104548,637395.0914713679
159065,549310.2758709779
157589,562356.6271176166
26850,331966.2377462028
83917,365137.05553801183
124331,456602.47283285105
58018,215261.792189094
163913,597404.1004119841
109105,437177.803526279
97862,426933.0955091934
16478,269150.641427585
35187,304742.9349706366
25446,444313.0146669289
47828,489002.63009227696
123220,485379.5705186018
16366,263077.72230076866
144449,398629.966435664
39920,286249.4787215304
160888,430809.2874645599
47978,303268.14911647036
14331,341050.16725140257
60334,331044.83729187824
49737,273522.5273223673
98533,325352.6128050029
38375,274213.63025808043
176978,783572.9732855416
60474,497272.4233371853
163806,524635.4232728439
4654,371446.8455396138
130912,412083.14677292027
115098,446873.3122721311
56214,315065.33219333866
63720,316571.03199926385
143496,701964.128102045
33941,357619.49904325296
66720,303140.6805523376
29518,187837.87703083945
68026,567067.4075954983
161546,546093.2004527051
118804,323259.453082902
126852,420119.5847720634
102392,443036.1360325578
49738,226464.39610404382
49424,462287.76560446474
18184,336321.1399864515
5408,424500.58438215253
157571,536796.8078510369
111705,694329.3659870219
179891,693357.3446544188
76587,284276.52325622924
2629,282601.6950563709
119008,433448.3645286165
128414,293912.34905359923
162481,432720.59139090206
39075,443937.09114407736
113444,565807.8086684505
58984,533465.3342166357
134087,465623.10489672935
27723,285909.00852349994
61426,903596.9737231496
26496,275707.3081972109
8183,385806.2140831521
96508,417618.1964267717
56072,369639.66958781757
77192,414037.78675761295
84054,530772.7425043792
55624,378406.9716324519
163711,426952.980714998
29219,534372.1713260373
81813,480026.6663693413
181000,711988.2177941524
143894,468244.41262668464
141800,510479.37210633134
30009,305332.3936752858
45917,216699.12967110053
14425,351469.80035805504
23268,286860.7928580814
1284,181751.09779043857
69986,700512.7331275224
134779,443037.1707187242
78114,445231.4162809681
128833,428138.9119374694
129335,424203.1938876407
56632,370190.0883896138
46967,290520.83152285684
146611,379698.00899248314
37748,331823.8302075119
156600,582718.4289940364
105167,354559.31244358816
35572,264159.0301763216
154900,564908.8415285
68778,374511.55009605864
40761,587444.7325248609
76922,343228.5107523465
57737,200779.89506305987
63946,431536.72384253406
111235,378032.70220804133
114882,456056.78851090913
12676,222373.6365124152
138376,436869.62051077397
90637,411481.5314428556
184522,639460.9617092189
92974,320412.42882640596
8857,363402.0040061887
27895,268052.6952203069
156181,562864.5233715062
41834,433632.32864511985
157391,536409.738263201
143702,373195.4467584543
185912,938770.2560233722
11229,302888.82753178425
41300,332838.6958813707
72247,305353.5571180302
83180,550272.9274336179
148335,436897.9101354216
7890,397523.97676541633
135138,445957.86151830794
27131,378351.7015757394
166558,578720.0008450175
131032,435805.99104063655
74357,424714.71783861774
156049,321685.6332493082
69414,738887.0719050423
97276,443069.60713480785
82842,404953.6816107683
148527,534752.8008872517
144752,550581.4633686547
18175,319753.6231932773
11905,285066.27859452716
171029,438614.28386329935
59320,491824.4064277756
84110,385084.4372704722
78965,799752.9937015581
85951,563534.1946076136
163141,495935.23624194786
109999,450997.6711781821
147801,374382.02842292935
139213,450890.20123011235
126460,643614.3239106408
28015,361422.37469727657
181431,693051.2334119378
52696,696282.882701162
50605,320179.07772673026
165242,485960.66002821
48813,180776.7949364325
110483,582653.3466213525
89306,346461.54826826433
133442,374834.0728656479
65829,653425.4673485524
87579,410731.5765550795
91465,534692.0884106664
73701,535000.6875878507
15530,384552.36732049
18230,486504.54163231107
97193,487252.02001847635
166625,578420.0641934972
33195,445582.06041404547
136148,510156.7347546044
165033,716964.4912924869
21315,378652.90504454245
91814,264963.40279830055
16891,461609.9926893973
107918,656501.7394535807
79471,449423.6517036685
21862,476454.32345336524
67991,470317.4650951106
165486,510253.95511443104
63600,426382.0357896856
110049,311521.58435144275
112307,329993.78205021174
10157,323802.02939918044
74635,488763.41553863615
25784,362030.9898133127
107059,495926.56483344623
30356,419075.4040818715
87516,701245.1134334756
10936,510142.3105413129
88543,491584.021313099
139877,423088.53049433883
42424,547383.166571036
52670,668340.3988099152
166867,499433.90211603325
101107,479584.2385304457
76199,473001.85540906066
80888,272747.9347342874
9911,287985.54696395044
156640,410354.58083884366
102356,480666.70396717766
48860,315212.71343449736
102849,769393.2101815436
138105,429708.2671837282
117983,447631.55466840795
93922,414849.9289933116
46238,345798.47972699447
59022,664090.7281383114
106646,464063.58301668975
120040,525976.5896538086
126172,323747.45525247196
168000,585657.3361568383
80749,404446.4872482413
131491,481297.4846854997
112112,580416.13052834
47501,334686.7521515377
13728,187812.8183757651
101768,340991.0578619512
6316,289590.0910337708
126098,779623.2957818967
165,334299.00822586694
19524,448813.7321493521
150677,471100.04809012567
59379,384451.5914705635
74454,340106.1897782778
175450,713320.7748550328
89244,656422.6767218162
116506,484481.85217990784
147339,445573.8782576838
74001,745140.7605135661
90922,397306.10990689043
1820,436321.9325945253
110186,233766.184832218
62682,373431.728325302
89581,465863.8846995426
137848,491238.9783622178
161798,517139.98292665905
170742,462646.8576294442
82918,476037.9544650343
37679,240310.24657280033
154926,431359.3564196263
149598,309172.27966422215
44725,265171.0877699722
90766,584363.0059863423
148899,401541.97260092665
126592,408968.1672632257
157908,411298.33117581345
113713,434460.55115161306
148870,678976.2707020264
165510,456009.35937189905
101470,415664.9903203124
51743,272185.3633514247
27173,243063.73363385053
27812,366393.20571854245
95488,308120.91567704274
173154,755574.7850948762
121352,382493.69615657785
143803,455522.72139075934
63373,276420.14888161997
1386,348475.9542247768
163514,497667.22852523415
35643,288922.77006767533
120579,476202.21497616865
128369,333159.26432569337
141816,439707.9087799635
161838,497300.5960396343
71069,360504.47323262173
77131,418466.7190769722
17667,342297.6259935649
52148,405757.57539971464
72854,555798.3758210528
102035,427137.27914257604
111359,399514.3766534092
17719,391754.8518696902
123306,310193.10570265463
161864,793547.0186817829
180849,541293.8080805296
160993,504378.59264457686
162321,326759.22322709113
46481,217255.118543453
79814,415359.04224883334
137789,598731.4207160149
54212,280663.27127531794
33512,361378.94027965644
57246,653632.3361558712
183567,655202.3109362639
126709,490183.3865176948
38938,350662.78238955187
31497,385794.08375062724
43094,391195.2536658349
40278,296073.9421635323
174057,624123.7807695166
88538,544444.9732087088
78488,680618.4330292965
170729,597215.3401372695
173992,467552.72417957033
60975,312188.48573140404
54718,261713.0595011434
178130,691165.0341764223
133730,443028.67755702225
70033,693489.7300800588
43395,653180.652190341
142569,464110.84840773
25880,287100.741203228
139537,403025.02614476345
3465,347896.88330159575
40735,497201.2607938353
162957,509889.00955193734
83356,539009.4474156215
32897,284203.856691743
49245,311469.1475453432
60337,345389.92454095185
139769,669631.4135871772
52326,326481.7095280654
162813,878686.4915042887
180789,554522.8251437128
49386,400282.02180790174
33541,280120.46623796085
159352,452070.3504413131
42027,364722.7726556428
155370,390535.5834748074
143725,476117.2987962255
131769,497450.41384845565
139885,484908.2575910017
93808,518045.99037234474
10639,338195.86634153756
168611,564575.718538063
167653,622867.1203553919
123170,332150.09509472206
139150,288192.97223976854
62622,485553.20069442835
168689,917792.9429156233
18566,338998.74288122496
67121,233885.54061698623
119193,456917.9304123443
75320,520502.50647343625
185227,749200.4382816448
59316,504288.58957594284
42962,225605.47378161363
51540,250126.74671696592
37927,384000.21523130854
85155,281607.1834026585
148730,456560.88554220507
182768,631811.036230018
21816,362439.0243906584
119821,450394.7866902864
53803,464267.3366364816
75672,430719.2243044102
164062,587427.5414084177
9801,666577.8282398294
90516,498182.71212106314
126543,364467.1412008713
20563,207843.25283056125
173167,413264.51855231414
165546,733529.286307055
140696,472684.0040160563
60885,429402.40911663766
71010,377107.19023999246
65245,395523.34913457057
7762,269065.6694459551
162332,426351.72476474446
132065,459963.0843725123
163315,575664.5071689498
94896,407334.55600057263
13990,424466.75443447754
86695,462958.01078432717
136032,727171.4716244027
181973,577063.1137675523
70720,1114596.3561566253
176320,713930.9725594592
123988,628861.1632105832
75446,523708.2548088628
165520,464248.7436716869
95499,375735.4440925674
73362,430308.57133982045
115013,335308.9653368101
170250,553392.5660345546
117752,473208.92962427565
120534,570305.8950963271
43110,361720.7301563311
173316,575256.9040704179
163348,845509.250363329
167196,587637.9164884707
8539,583706.9678833439
57416,455745.7770632014
147688,374135.2154878789
48843,289187.94341491465
123483,477355.28171807085
91781,331324.26695836213
57502,215228.7501865109
41380,455934.0285998975
71368,456342.1345538182
90332,317448.21985695144
56200,453333.60822445917
59273,455823.530155145
59528,767375.1275740194
142978,481921.43446696864
62463,381483.3547420759
151089,295483.98442055477
159388,426299.2350832714
15000,316602.0826386037
124030,462895.4100442132
146762,376352.0022325446
32542,281733.6397610175
44504,349956.68991677684
154438,573449.2860716507
92711,389386.29256531387
26861,404777.92321644473
154130,552054.0386787915
108177,501441.4118519107
85561,329575.62610992935
29523,276350.9634803116
162190,653057.7839348322
137744,442065.61055395193
141614,451737.79470743967
154095,627434.9723340702
177433,746474.1215430675
16212,300063.4498545502
138324,546522.1407708469
179772,675055.6086758206
80229,541809.8571909941
146601,518439.2137665126
90354,357568.8472334915
16620,222153.57961374254
144520,421515.77829917864
43671,282758.35855677683
151379,443015.06093586417
43516,308398.953526867
114780,418789.81359596754
48679,483221.2542438643
23310,290200.0011780247
82078,802510.2507030023
161637,514842.37478204246
97266,409398.37972614926
25975,357735.46465960843
183280,732166.2742424594
143522,472022.5504665631
82873,384056.55974820844
111022,452738.1615622628
170004,467096.75856094284
149233,426177.0817701026
11335,249290.56071214972
178323,720223.7286910336
117545,467353.19978546584
104197,452867.82586753793
114280,448833.46785028686
30527,309021.0225134364
42651,430299.1454079714
123646,387019.5421687374
72689,488164.45541806764
78646,469384.1346493999
50032,349534.73696625937
167436,769639.6435603746
25911,301671.4903883432
140037,399223.6985316907
117935,589335.2827765516
122922,383787.17325120926
28738,287720.7031173683
129413,444574.8399483005
65411,547014.7402409934
20519,230409.07207243406
148799,502820.52494488115
96848,344386.7801241551
167854,497776.6905539066
90027,449870.1082825699
124583,382029.9329392761
123841,399165.47331640625
143815,567879.0974532077
100928,345893.53801984125
64554,438771.5870015308
27802,278324.41506730166
55996,348552.4714216771
168480,475188.93821840186
18511,382257.3524960158
7174,344867.10842118727
107447,351972.2874842742
109945,364511.8023158496
109304,608319.6994476395
33225,162589.25889176573
31504,310631.45299585944
85162,303674.93720026745
164868,405217.5531029498
102092,403859.17077605875
5618,284393.48620993906
45425,395911.691305835
127376,468849.2737208975
156938,440306.82155285386
127635,484330.889293837
111774,724704.8173377129
141311,651911.8090876546
68733,409411.4208999763
171431,702800.2065706145
57288,327912.5800786928
147560,578961.6721339955
83283,510170.6047469518
180470,607888.5347918854
85424,343520.0569103339
30049,297859.44109525834
138841,538746.7927609731
138637,394426.71914131107
178178,766428.1575446711
69976,675689.318533992
139744,522154.12549859675
58256,242972.3405133963
104665,438405.10898963903
169191,520346.48678983044
55984,364779.87409947225
40354,364568.1024212857
59813,213637.10752526182
142178,389653.206926278
104367,473998.9253525293
135075,388938.3895238639
16278,311670.92988861096
49191,402544.39163485623
95010,421412.61362061347
179668,589245.9565181915
111338,384404.5484265641
76006,406323.4279818081
106534,460933.0922908278
78933,753103.6307430558
76196,561836.8640927633
110996,442381.5215682457
145016,499669.5795301283
133526,413113.623361265
67069,583020.2986991736
77499,308689.4191053071
51668,688660.5920931716
64752,458966.90445589245
148430,468518.0269507059
63329,340335.03953698225
173406,393089.16679179657
79182,397643.1970144615
139963,483489.53535142785
119727,305965.31168229616
14184,302082.43478346174
63325,649564.645595978
69906,736293.551100997
150715,343448.2660218278
10423,394613.7008268462
13226,198240.483156237
166355,562177.1424923079
162216,528696.0701146221
43071,376746.2358018618
103161,479104.08561972127
168506,504801.0527753668
30707,406634.58338739135
54877,420457.132203097
77637,378321.6971325711
54304,272209.25560891005
71775,720303.1206202393
116543,243604.77419064182
18877,439640.05442485394
98865,395141.575430328
169535,505074.7906676417
155674,356166.95117914287
46410,370909.6562690042
25354,412486.6811533369
149242,319210.0881184874
156019,553436.6269974608
2372,234531.6095867866
167793,496544.86995262606
13539,403304.0195243874
96889,568226.5799993499
12180,189382.68076202355
30975,419565.4325383045
142091,726821.7128772519
141417,594852.5270241175
88385,495879.14278655464
118140,457065.8137610629
130703,423746.3650911972
78738,497213.50595626753
31269,332775.4711984346
109042,473399.0015534612
48367,395436.68361729925
169027,469916.7226663613
94564,398667.89368219377
69161,547036.9177124416
109455,669300.2796033844
102048,416237.50523510453
142061,582805.5334405466
80360,431101.4555744526
108330,455820.5844678755
45894,218819.44863258488
184619,708062.2360717452
44807,299579.8393218291
86934,365548.73060240113
99343,316510.3525907341
168916,512663.377652128
89276,710900.6216862113
51815,299991.1844734454
125813,419376.3231614344
107171,397626.65796237555
154642,410510.87501190626
10072,324970.2849331404
68097,304458.06800694024
160821,503518.61551086325
19655,253598.97871648287
142752,434632.5324555638
36940,310091.3769412937
111126,420073.21165544284
596,311498.2895475751
71019,419325.07853533595
4479,376031.2966024266
55848,485450.2978919796
85188,496481.70598517265
125357,380352.70705602283
14647,278800.63620592724
162730,495502.1701310597
150653,468730.43127036357
120056,417503.37859730504
169156,570933.3989511032
67935,784092.1845861522
174388,656895.9114672753
182913,681381.3395680505
54148,271376.9605696449
131866,581142.2396309398
149984,443082.60184728954
159985,475939.7460031902
95496,390872.3970479733
112843,398542.1373733074
49524,461316.15563229227
27369,209630.2737601014
30825,424468.5748867969
169753,614328.5145839341
92534,400312.62566370337
129225,386143.7109613216
13062,269130.38828739256
130722,509807.15310515126
134157,464718.3027657885
165859,502519.8176828735
66301,433450.2054538135
83618,461949.21003086126
107691,428266.5544071236
105232,394895.829066943
48298,594494.2077957552
40648,293765.556167761
71976,494531.39959128806
72896,641508.464458729
74551,428380.90586637077
44973,295666.4854981253
29347,360608.11094826506
141919,449093.3374825865
106300,383678.81197506504
131980,518811.69781046256
133141,469619.89227761613
3973,265955.0898961749
40519,322761.7713243705
180446,674011.32243994
175025,565603.5971579477
75064,446729.16441570234
18793,296912.6406796941
149491,437642.3138480054
154754,509403.8447859982
132371,390784.6980338579
134999,454459.6933015945
165322,524513.0342603888
108805,498732.18764737336
140691,472325.56996332377
156367,460972.3603121076
85858,631711.9335819373
152700,475690.60030928464
185104,577715.5818371498
70218,492065.8509216163
10393,384459.95541652286
165123,547311.9605946997
55106,406805.55518995936
88369,339015.4778190854
41779,508655.95744878205
130816,410041.93603658327
31211,332413.5264141256
166757,710626.699200012
108437,362077.3504063623
185814,780472.1151614361
73304,388124.15565283364
148656,508725.13883817126
84559,337131.40497460566
151222,397525.1237988401
2069,279036.48489954084
182640,714529.2060714817
157520,475307.242284585
153201,550884.7782188181
51319,389798.7509560472
167197,577484.9620106756
56328,791637.1688445383
7586,302824.2334520444
4962,668138.8712890055
17286,241267.14861954452
17996,295831.5124258482
136652,485993.8869949075
107533,317344.65726319246
35676,296874.2971884172
63528,392855.7052175291
88024,492520.0200359158
92245,460361.81486414117
121431,468245.20397567254
117675,404823.0274405208
134315,573464.1238328912
80382,420443.7824928417
5676,405251.629896249
85834,431130.85753834306
7544,317787.5453491772
76545,449816.9425275809
182269,730606.4042290949
115301,408193.25435405236
184499,726314.4838680332
89274,713217.2581842346
96978,439452.54121267464
22476,315150.6625937822
43684,365105.11848278664
103852,434567.3994815145
6660,271360.24317576253
149136,541082.5560776157
55623,331313.0884628466
154963,378641.90983000817
118607,356745.9698788273
66046,425407.4655443734
50815,409988.87834167655
88378,419578.43269545585
47559,293313.70674548624
96116,462490.17301875615
31651,216761.51985320513
141186,624686.1729693352
142321,804844.6170744656
47123,179742.37250533304
176333,608240.9196426527
3011,278106.6534191659
68006,577089.4490618709
183387,459614.85990670143
36465,285407.51892951305
39670,273460.2841816151
173044,433109.5752252639
7197,278809.33134883584
35841,293619.92594496295
185880,748014.9865935857
64929,769750.5539583361
99553,520812.0479222704
59246,185673.0109918299
122401,365886.55496165704
5750,359995.2422647133
54602,287875.47776844865
57503,203947.76460083819
139988,514998.07786616555
61441,838207.2235319297
3816,404263.1852883155
157223,499036.5227360132
45836,379341.3572474005
155755,460921.35482811945
1314,260149.82650263386
172283,547060.7585152646
183939,730768.5673229558
102449,451818.52011976566
130038,412418.5688024666
69337,671818.0349244548
59437,326988.0120674699
100231,501727.03144315083
184320,595998.0661651277
121624,493303.42089163756
175778,483394.8887978599
49838,299776.06220437575
112596,467086.1162989788
92825,715676.1200097576
3175,547938.5353200856
20599,240012.2006698111
90059,442754.5901220881
8718,219263.27196801547
56904,714468.5509196846
140415,396302.72470489884
45486,410048.4571099953
72264,383739.8147003954
102129,422139.89326708805
5083,418668.92680755537
23403,370066.847900077
57581,676707.8013250991
165475,458723.4140331942
88985,470467.73302958446
30967,458562.08578530874
19270,446391.0349366169
39924,268822.4938290706
52520,519934.2056439107
151658,375684.48805806355
145774,563289.4551891902
52004,339867.956904957
109232,392178.4858973953
32071,239388.46067594993
421,302246.4351080309
150070,491210.19726647215
157555,541685.9239713764
141514,311146.866548506
137558,605923.3476782574
155571,442136.9831167355
162016,531063.1285515436
47743,306546.5169416549
42863,305621.0110220389
60316,374292.6100093749
119376,521021.4953894062
96534,447052.126423055
97787,490602.075270827
46854,276320.96096441045
131197,394850.7283344847
45750,373578.5930191179
75580,562072.0535102233
122938,546581.8728529278
24952,294895.4297191563
8713,221179.70007975842
29044,291183.0245610701
33794,460329.8739282525
155354,536361.4949358313
174630,688778.2236861112
357,219478.3400167243
52446,398719.2757536806
173530,468276.67984883196
9167,324402.1508700114
2712,227722.9319319536
34228,339941.4591847147
14795,268710.7193788405
101108,537043.748088521
182805,592879.3852023578
101314,493855.6155648536
71207,356743.5115416117
24463,349837.8369881893
161441,439428.67315252614
62066,315735.1371057132
140608,445277.85534538294
9901,267067.5073385302
167009,486625.6643891273
70131,350852.849611948
111696,616472.8920963411
69883,760011.9955233332
68434,407385.6422774872
10786,380047.45594093564
104011,511393.30033886764
108425,336353.17882079986
120804,457278.59342758905
26582,423264.99503635365
20975,412700.46503560373
134633,461760.06271766487
97941,445910.05487072014
107642,399283.29257523385
161902,467238.625991959
100312,726822.9332472205
95448,297202.49544534064
21815,279420.1603556629
149382,729688.3883782803
74108,758393.6780965542
123994,611206.1316369671
146443,524345.2897116693
108700,335026.28272740135
22001,413022.4168628728
74783,410131.94965671294
119865,433654.41042728024
141913,427725.2711386599
74995,461670.62452663237
135235,342978.361609302
48589,330758.5657693052
914,292692.4456033616
119943,476243.1196897654
99440,332896.23605145875
144341,639311.6632557375
97930,572869.0242183923
90951,384202.87769310444
131041,365435.2172656364
84731,440150.7402713449
135546,687327.1735626049
127448,488998.4737547797
61300,305608.7225423089
63131,418961.36258462304
25238,348449.27498150483
180340,554739.7303353434
99506,320998.5863565941
183854,708266.0627418854
94910,454311.20370607165
44500,271499.90006280463
63085,441264.9437439851
164640,703594.625585727
16313,301674.0287167254
132985,449402.8124482441
101842,320857.7169027631
5938,515202.28719657596
